NEIGHBOURHOOD_NUMBER,NEIGHBOURHOOD_NAME,WARD,CITIZENSHIP_CANADIAN_CITIZEN,CITIZENSHIP_NON_CANADIAN_CITIZEN,CITIZENSHIP_NO_RESPONSE,CITY_RESOURCE_ACCESS_CITY_WEBSITE,CITY_RESOURCE_ACCESS_311_PHONE_IN,CITY_RESOURCE_ACCESS_NEWSPAPERS,CITY_RESOURCE_ACCESS_RADIO,CITY_RESOURCE_ACCESS_COMMUNITY_NEWSLETTER,CITY_RESOURCE_ACCESS_SOCIAL_MEDIA,CITY_RESOURCE_ACCESS_IN_PERSON,CITY_RESOURCE_ACCESS_BILLBOARDS,CITY_RESOURCE_ACCESS_PAMPHLETS,CITY_RESOURCE_ACCESS_OTHER,CITY_RESOURCE_ACCESS_NO_RESPONSE,DWELLING_UNIT_OWNERSHIP_OWNED,DWELLING_UNIT_OWNERSHIP_RENTED,DWELLING_UNIT_OWNERSHIP_NO_RESPONSE,DWELLING_UNIT_STATUS_OCCUPIED,DWELLING_UNIT_STATUS_UNOCCUPIED,DWELLING_UNIT_STATUS_NO_LONGER_IN_USE,DWELLING_UNIT_STATUS_NO_RESPONSE,EMPLOYMENT_STATUS_PRESCHOOL,EMPLOYMENT_STATUS_KINDERGARTEN-GR.6,EMPLOYMENT_STATUS_GR.7-GR.9,EMPLOYMENT_STATUS_GR.10-GR.12,EMPLOYMENT_STATUS_POST_SECONDARY_STUDENT,EMPLOYMENT_STATUS_HOMEMAKER,EMPLOYMENT_STATUS_EMPLOYED_0-30_HRS,EMPLOYMENT_STATUS_EMPLOYED_30+_HRS,EMPLOYMENT_STATUS_UNEMPLOYED,EMPLOYMENT_STATUS_RETIRED,EMPLOYMENT_STATUS_PERMANENTLY_UNABLE_TO_WORK,EMPLOYMENT_STATUS_NO_RESPONSE,HOUSEHOLD_LANGUAGE_ENGLISH_ONLY,HOUSEHOLD_LANGUAGE_ARABIC,HOUSEHOLD_LANGUAGE_CANTONESE,HOUSEHOLD_LANGUAGE_FRENCH,HOUSEHOLD_LANGUAGE_GERMAN,HOUSEHOLD_LANGUAGE_MANDARIN,HOUSEHOLD_LANGUAGE_PANJABI_PUNJABI,HOUSEHOLD_LANGUAGE_SPANISH,HOUSEHOLD_LANGUAGE_TAGALOG_PILIPINO_FILIPINO,HOUSEHOLD_LANGUAGE_UKRAINIAN,HOUSEHOLD_LANGUAGE_OTHER,HOUSEHOLD_LANGUAGE_NO_RESPONSE,CAR/TRUCK/VAN_AS_DRIVER,PRIMARY_TRANSPORTATION_CAR/TRUCK/VAN_AS_PASSENGER,PRIMARY_TRANSPORTATION_TRANSIT,PRIMARY_TRANSPORTATION_WALK,PRIMARY_TRANSPORTATION_BICYCLE,PRIMARY_TRANSPORTATION_OTHER,PRIMARY_TRANSPORTATION_NO_RESPONSE,MARITAL_STATUS_MARRIED,MARITAL_STATUS_COMMON-LAW,MARITAL_STATUS_SEPARATED/DIVORCED,MARITAL_STATUS_NEVER_MARRIED,MARITAL_STATUS_WIDOWED,MARITAL_STATUS_NO_RESPONSE,PREVIOUS_RESIDENCE_ELSEWHERE_IN_EDMONTON,PREVIOUS_RESIDENCE_ELSEWHERE_IN_ALBERTA,PREVIOUS_RESIDENCE_ATLANTIC_CANADA,PREVIOUS_RESIDENCE_ONTARIO/QUEBEC,PREVIOUS_RESIDENCE_TERRITORIES/MANITOBA/SASKATCHEWAN,PREVIOUS_RESIDENCE_BRITISH_COLUMBIA,PREVIOUS_RESIDENCE_OUTSIDE_CANADA,PREVIOUS_RESIDENCE_NO_RESPONSE,SCHOOL_RESIDENCY_PUBLIC,SCHOOL_RESIDENCY_CATHOLIC,SCHOOL_RESIDENCY_NO_RESPONSE,STRUCTURE_TYPE_SINGLE_DETACHED_HOUSE,STRUCTURE_TYPE_DUPLEX/FOURPLEX,STRUCTURE_TYPE_ROW_HOUSE,STRUCTURE_TYPE_APARTMENT_5+_STORIES,STRUCTURE_TYPE_APARTMENT_1-4_STORIES,STRUCTURE_TYPE_MANUFACTURED/MOBILE_HOME,STRUCTURE_TYPE_INSTITUTION/COLLECTIVE_RESIDENCE,STRUCTURE_TYPE_HOTEL/MOTEL,STRUCTURE_TYPE_RV/TENT/OTHER,STRUCTURE_TYPE_NO_RESPONSE,TERM_OF_RESIDENCE_5_YEARS_OR_MORE,TERM_OF_RESIDENCE_3_YEARS_TO_LESS_THAN_5_YEARS,TERM_OF_RESIDENCE_1_YEAR_TO_LESS_THAN_3_YEARS,TERM_OF_RESIDENCE_LESS_THAN_1_YEAR,TERM_OF_RESIDENCE_CHILD_LESS_THAN_1_YEAR,TERM_OF_RESIDENCE_NO_RESPONSE,AGE_0 FEMALE,AGE_0 MALE,AGE_1 FEMALE,AGE_1 MALE,AGE_10 FEMALE,AGE_10 MALE,AGE_11 FEMALE,AGE_11 MALE,AGE_12 FEMALE,AGE_12 MALE,AGE_13 FEMALE,AGE_13 MALE,AGE_14 FEMALE,AGE_14 MALE,AGE_15 FEMALE,AGE_15 MALE,AGE_16 FEMALE,AGE_16 MALE,AGE_17 FEMALE,AGE_17 MALE,AGE_18 FEMALE,AGE_18 MALE,AGE_19 FEMALE,AGE_19 MALE,AGE_2 FEMALE,AGE_2 MALE,AGE_20 FEMALE,AGE_20 MALE,AGE_21 FEMALE,AGE_21 MALE,AGE_22 FEMALE,AGE_22 MALE,AGE_23 FEMALE,AGE_23 MALE,AGE_24 FEMALE,AGE_24 MALE,AGE_25 FEMALE,AGE_25 MALE,AGE_26 FEMALE,AGE_26 MALE,AGE_27 FEMALE,AGE_27 MALE,AGE_28 FEMALE,AGE_28 MALE,AGE_29 FEMALE,AGE_29 MALE,AGE_3 FEMALE,AGE_3 MALE,AGE_30 FEMALE,AGE_30 MALE,AGE_31 FEMALE,AGE_31 MALE,AGE_32 FEMALE,AGE_32 MALE,AGE_33 FEMALE,AGE_33 MALE,AGE_34 FEMALE,AGE_34 MALE,AGE_35 FEMALE,AGE_35 MALE,AGE_36 FEMALE,AGE_36 MALE,AGE_37 FEMALE,AGE_37 MALE,AGE_38 FEMALE,AGE_38 MALE,AGE_39 FEMALE,AGE_39 MALE,AGE_4 FEMALE,AGE_4 MALE,AGE_40 FEMALE,AGE_40 MALE,AGE_41 FEMALE,AGE_41 MALE,AGE_42 FEMALE,AGE_42 MALE,AGE_43 FEMALE,AGE_43 MALE,AGE_44 FEMALE,AGE_44 MALE,AGE_45 FEMALE,AGE_45 MALE,AGE_46 FEMALE,AGE_46 MALE,AGE_47 FEMALE,AGE_47 MALE,AGE_48 FEMALE,AGE_48 MALE,AGE_49 FEMALE,AGE_49 MALE,AGE_5 FEMALE,AGE_5 MALE,AGE_50 FEMALE,AGE_50 MALE,AGE_51 FEMALE,AGE_51 MALE,AGE_52 FEMALE,AGE_52 MALE,AGE_53 FEMALE,AGE_53 MALE,AGE_54 FEMALE,AGE_54 MALE,AGE_55 FEMALE,AGE_55 MALE,AGE_56 FEMALE,AGE_56 MALE,AGE_57 FEMALE,AGE_57 MALE,AGE_58 FEMALE,AGE_58 MALE,AGE_59 FEMALE,AGE_59 MALE,AGE_6 FEMALE,AGE_6 MALE,AGE_60 FEMALE,AGE_60 MALE,AGE_61 FEMALE,AGE_61 MALE,AGE_62 FEMALE,AGE_62 MALE,AGE_63 FEMALE,AGE_63 MALE,AGE_64 FEMALE,AGE_64 MALE,AGE_65 FEMALE,AGE_65 MALE,AGE_66 FEMALE,AGE_66 MALE,AGE_67 FEMALE,AGE_67 MALE,AGE_68 FEMALE,AGE_68 MALE,AGE_69 FEMALE,AGE_69 MALE,AGE_7 FEMALE,AGE_7 MALE,AGE_70 FEMALE,AGE_70 MALE,AGE_71 FEMALE,AGE_71 MALE,AGE_72 FEMALE,AGE_72 MALE,AGE_73 FEMALE,AGE_73 MALE,AGE_74 FEMALE,AGE_74 MALE,AGE_75 FEMALE,AGE_75 MALE,AGE_76 FEMALE,AGE_76 MALE,AGE_77 FEMALE,AGE_77 MALE,AGE_78 FEMALE,AGE_78 MALE,AGE_79 FEMALE,AGE_79 MALE,AGE_8 FEMALE,AGE_8 MALE,AGE_80 FEMALE,AGE_80 MALE,AGE_81 FEMALE,AGE_81 MALE,AGE_82 FEMALE,AGE_82 MALE,AGE_83 FEMALE,AGE_83 MALE,AGE_84 FEMALE,AGE_84 MALE,AGE_85+ FEMALE,AGE_85+ MALE,AGE_9 FEMALE,AGE_9 MALE,AGE_No Response FEMALE,AGE_No Response MALE
4016,ANTHONY HENDAY CASTLEDOWNS,Ward 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4022,ANTHONY HENDAY CLAREVIEW,Ward 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4019,ANTHONY HENDAY ENERGY PARK,Ward 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4021,ANTHONY HENDAY HORSE HILL,Ward 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4017,ANTHONY HENDAY LAKE DISTRICT,Ward 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4015,ANTHONY HENDAY MISTATIM,Ward 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4023,ANTHONY HENDAY RAMPART,Ward 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4014,ANTHONY HENDAY SOUTH,Ward 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4012,ANTHONY HENDAY SOUTH WEST,Ward 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6665,ANTHONY HENDAY SOUTHEAST,Ward 12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4013,ANTHONY HENDAY TERWILLEGAR,Ward 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6010,ARGYLL,Ward 11,715,36,63,184,78,101,87,71,46,21,33,55,36,27,275,41,22,338,9,15,0,32,47,19,25,35,22,54,366,18,107,11,78,252,0,2,16,9,0,0,3,3,5,11,37,341,19,54,16,15,21,162,327,42,60,289,30,66,44,7,2,6,0,6,4,2,580,137,97,352,8,2,0,0,0,0,0,0,0,477,99,80,71,12,75,6,7,6,4,1,4,5,3,0,2,5,2,6,3,5,5,3,3,6,5,3,6,2,6,1,1,2,5,4,5,2,8,9,4,4,7,3,9,6,3,5,4,6,0,9,7,2,3,4,7,4,2,3,4,4,4,5,9,3,5,4,7,6,4,6,5,3,5,2,8,5,8,3,5,6,5,7,4,5,2,4,1,5,4,6,3,10,9,10,6,3,3,9,8,9,6,5,7,11,3,5,3,5,2,8,6,5,12,6,9,6,4,5,4,5,6,2,7,2,4,1,7,4,1,4,3,8,3,4,1,3,3,1,4,2,3,3,3,4,1,3,2,2,1,2,2,3,0,3,2,2,2,0,0,2,3,4,2,3,1,6,1,3,0,3,2,3,1,7,10,4,4,30,49
4030,ARMSTRONG INDUSTRIAL,Ward 1,0,0,121,0,0,0,0,0,0,0,0,0,0,15,0,0,15,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,13,0,2,1,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,3,0,2,0,0,0,1,0,1,0,0,0,4,0,0,0,1,0,2,0,0,0,2,0,2,0,1,0,4,0,1,0,2,0,1,0,2,0,2,0,2,0,0,0,1,0,3,0,4,0,4,0,4,0,4,0,1,0,4,0,1,0,3,0,0,0,3,0,1,0,2,0,4,0,3,0,5,0,2,0,0,0,3,0,3,0,0,0,0,0,2,0,4,0,5,0,3,0,1,0,6,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5020,ASPEN GARDENS,Ward 10,1335,90,198,343,143,247,236,140,75,36,63,108,103,80,521,42,67,630,10,13,0,45,114,57,70,94,53,131,557,21,303,5,173,420,4,12,18,6,14,3,10,2,5,33,103,608,47,138,32,17,39,383,738,56,66,545,53,165,80,5,0,5,0,1,14,18,1082,303,238,514,0,0,0,139,0,0,0,0,0,1004,151,133,123,8,204,3,6,6,5,7,8,6,11,10,9,6,10,9,12,11,10,11,11,12,17,11,7,10,12,3,6,9,11,7,11,14,10,8,9,6,10,2,7,3,8,5,3,7,4,3,7,11,6,1,5,5,7,3,6,5,5,8,4,10,8,5,9,7,8,6,8,8,9,8,7,8,7,8,5,12,11,10,13,6,6,13,11,13,11,8,10,10,16,19,12,5,7,12,4,17,13,10,15,11,6,15,10,6,3,10,13,17,9,10,5,11,14,6,10,6,8,9,5,10,13,6,7,7,7,5,5,11,9,13,10,5,12,7,8,6,14,5,7,12,5,8,5,9,3,9,3,10,4,8,5,8,7,2,7,6,9,7,10,6,4,6,4,6,7,3,6,4,0,13,9,6,10,100,127
3010,ATHLONE,Ward 2,2650,196,297,353,236,228,211,119,161,51,59,120,100,457,770,264,111,1145,56,58,0,159,229,104,114,102,102,190,1357,103,328,55,300,696,15,29,46,8,9,2,13,66,11,97,153,1299,138,293,34,12,48,473,1069,287,229,1168,98,292,185,40,9,25,11,2,32,18,1562,846,735,1052,29,156,0,17,0,5,0,0,0,1681,463,328,322,39,310,20,20,10,15,19,18,12,11,17,25,13,24,7,17,12,27,17,24,24,19,19,18,21,14,11,17,12,14,19,14,21,15,20,14,19,20,14,19,16,15,13,23,22,23,19,20,24,23,23,20,17,12,14,16,13,21,22,28,19,14,10,20,21,16,21,32,15,12,15,14,11,18,22,14,15,19,12,22,23,23,27,16,19,16,20,14,16,20,38,25,15,23,32,29,26,29,23,23,23,33,25,29,20,34,27,20,16,20,28,22,25,23,13,16,20,25,15,17,23,16,13,10,15,15,10,9,8,5,11,10,8,5,8,9,16,22,6,11,8,9,5,10,12,5,5,8,6,5,2,4,6,5,3,6,7,6,13,21,6,3,7,2,6,2,3,3,2,2,18,16,11,16,163,204
6020,AVONMORE,Ward 11,1867,94,244,494,250,259,224,202,153,42,99,156,94,153,714,175,94,983,22,33,0,100,124,53,57,81,68,153,947,33,359,24,206,690,0,7,48,29,2,0,12,7,10,27,151,897,74,189,27,30,40,461,776,149,160,737,118,265,100,19,5,5,1,7,5,41,1477,423,305,896,29,0,0,113,0,0,0,0,0,1248,253,265,183,15,241,9,7,9,9,9,12,8,5,6,6,6,10,10,10,8,15,12,5,5,7,6,13,9,8,9,11,7,12,10,11,11,10,12,17,10,8,10,12,15,15,13,15,13,18,10,11,13,12,15,10,18,10,6,15,11,14,21,11,15,14,12,19,11,13,12,9,10,13,6,12,13,9,14,12,13,15,6,11,14,13,9,14,8,12,11,9,12,14,18,12,8,13,16,12,16,5,15,14,18,16,20,13,10,24,19,16,11,11,11,20,18,16,6,7,13,9,9,15,14,10,8,8,14,12,10,6,8,13,7,10,8,12,6,5,8,4,7,7,3,7,6,7,2,5,5,7,10,3,4,5,4,11,6,1,8,5,7,8,8,8,10,2,8,3,11,7,7,9,33,24,6,11,162,219
2020,BALWIN,Ward 7,3142,415,429,575,327,388,295,129,429,48,61,111,292,162,824,599,119,1542,176,55,0,222,294,129,156,129,140,215,1526,182,479,108,406,1003,28,28,32,9,3,2,24,18,33,216,146,1364,143,287,48,3,45,880,1175,185,311,1533,183,599,295,57,6,26,3,26,71,35,1718,746,1522,1073,202,91,0,404,0,3,0,0,0,1840,515,648,519,40,424,20,17,21,26,13,19,15,16,10,27,15,20,27,22,23,24,22,26,21,31,26,17,15,22,20,27,33,23,22,24,31,22,33,24,20,28,21,25,25,25,30,29,22,29,19,28,24,32,19,23,24,28,21,19,18,23,27,27,21,20,18,19,24,21,16,11,23,22,14,29,24,24,12,22,11,26,25,26,20,20,23,18,31,27,28,27,20,25,24,33,24,19,18,31,26,28,33,38,32,36,30,30,21,24,33,25,20,16,21,23,15,10,22,22,13,14,16,21,13,14,21,8,14,11,13,15,14,18,16,11,16,9,14,13,23,27,10,12,10,15,13,7,10,7,10,10,8,9,16,13,10,6,12,9,14,8,11,23,17,8,8,5,7,5,6,11,12,13,35,32,21,18,238,306
